county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Manassas City,VA,8872,8840,3030,27957,95.4000015259,2.7999999523,2.0999999046,4648,25.7999992371,51045,0,32.7000007629,48.9000015259,17.7000007629,83.4567337036,10.3337268829,39.8969841003
Manassas Park City,VA,8872,8840,3914,6734,8,2.5999999046,1.1000000238,3918,7.9000000954,40213,0,33,46,20.7000007629,88.2239379883,7.2765073776,25.5420246124
Martinsville City,VA,,,1451,16162,-12.1000003815,11.1999998093,8.1000003815,6553,15.8000001907,29604,0,46.4000015259,40.7000007629,11.3000001907,62.7026367188,36.8395004272,40.9417152405
Newport News City,VA,5720,,2596,170045,22.2999992371,5.9000000954,3.4000000954,6817,18.3999996185,31180,0,42.0999984741,43.7999992371,13.5,62.5822563171,33.5658226013,35.9263725281
Norfolk City,VA,5720,,4717,261229,-4.9000000954,6.4000000954,4.0999999046,9493,16.7999992371,26818,0,54.5,32.4000015259,12.6999998093,56.7425498962,39.0507926941,26.4239425659
Norton City,VA,,,562,4247,-13.8000001907,8.1999998093,5.9000000954,4937,11.6000003815,21836,0,56.2999992371,30.5,11.8000001907,92.3710861206,6.3338828087,36.449256897
Petersburg City,VA,6760,,1752,38386,-2.2999999523,9.1000003815,5.9000000954,8649,13.5,27243,0,68.1999969482,24.6000003815,6.5999999046,26.5565567017,72.1304626465,33.1292648315
Poquoson City,VA,5720,,725,11005,28.7000007629,4.5999999046,3.7999999523,1333,29.3999996185,48186,0,20,61.7000007629,17.7000007629,97.482963562,0.763289392,49.4048156738
Portsmouth City,VA,5720,,3153,103907,-0.200000003,8.6999998093,5.0999999046,9930,11.6000003815,28517,0,54.2999992371,33.4000015259,11.6000003815,51.2111778259,47.3307876587,36.1852416992
Radford City,VA,,,1645,15940,19.7999992371,5.1999998093,3.2999999523,4137,29.1000003815,31318,0,45.5999984741,41.7000007629,12.1999998093,91.8632354736,6.0037641525,30.018819809
Richmond City,VA,6760,,3365,203056,-7.6999998093,8.3000001907,7,12212,24.2000007629,29021,0,59.7999992371,30.5,8.8000001907,43.3515892029,55.2172813416,39.2674942017
Roanoke City,VA,6800,,2255,96397,-3.5,9.5,7.5999999046,8961,15.6000003815,28203,0,50.4000015259,38.2000007629,10.6999998093,74.5946426392,24.2694282532,36.4959487915
Salem City,VA,6800,,1633,23756,-0.5,9.6999998093,6.9000000954,3563,17.7999992371,35619,0,37.7999992371,48.2000007629,13.3999996185,94.5992584229,4.4830780029,44.9107589722
South Boston City,VA,,,1277,6997,-1,10.8999996185,9.3000001907,3011,14.5,27837,0,38.0999984741,52,9.1000003815,62.5410881042,36.7157363892,39.4025993347
Staunton City,VA,,,1244,24461,-0.6000000238,9.5,7.5,3493,17.7999992371,32414,0.200000003,30.8999996185,54,12.3999996185,86.5908966064,12.5955600739,37.7417106628
Suffolk City,VA,5720,,133,52141,11.8999996185,7.9000000954,5,6400,12.3000001907,31379,1.7000000477,45.5,43,10.6000003815,54.6805763245,44.5810394287,38.7852172852
VA Beach City,VA,5720,,1680,393069,59.0999984741,3.9000000954,2,5863,25.5,39112,0.1000000015,32.0999984741,50,17.5,80.4968109131,13.9087543488,35.0536422729
Waynesboro City,VA,,,1337,18549,0.8000000119,10.1000003815,6.6999998093,4452,18.2000007629,32194,0,32.2000007629,52.5999984741,13.3999996185,89.9293746948,9.4290800095,38.5411605835
Williamsburg City,VA,5720,,1406,11530,17.3999996185,6.5,5.4000000954,7274,42.9000015259,36693,0,49.9000015259,36.2999992371,12,81.248916626,15.2124891281,32.2549858093
Winchester,VA,,,2458,21947,13.1000003815,8.6999998093,6.5999999046,8593,18.7999992371,31974,0,35.9000015259,49.7999992371,13.6000003815,88.6362609863,10.0195922852,35.0890769958
Adams,WA,,,7,13603,7.8000001907,6.8000001907,4.5,5298,12.3000001907,26652,6.0999999046,31.6000003815,45.5,22,66.8970108032,0.2278909087,33.7057991028
Asotin,WA,,,29,17605,10,8.8999996185,7.6999998093,5041,12.3999996185,28146,1.7000000477,42.5999984741,31.8999996185,24.2999992371,97.3359832764,0.2158477753,43.1468315125
Benton,WA,6740,,71,112560,10,6.1999998093,3.9000000954,5384,23.2999992371,37969,1.3999999762,31.2999992371,43.5,24.5,91.3574981689,0.9639303684,46.7324104309
Chelan,WA,,,18,52250,19.7000007629,8.6000003815,7.0999999046,6625,16.7000007629,29631,5.8000001907,33.5,45.5999984741,19.6000003815,92.5033493042,0.1531100422,44.9301452637
Clallam,WA,,,34,56464,15.5,12.1999998093,8.1999998093,4384,16.1000003815,30451,1,37.7000007629,34.0999984741,27.1000003815,92.9955368042,0.5685037971,50.7810287476
Clark,WA,6442,6440,415,238053,35.5999984741,6.3000001907,4.3000001907,4362,16.7999992371,36209,1,40,34.5999984741,24.6000003815,94.5974197388,1.2501417398,44.7530593872
Columbia,WA,,,5,4024,-2.5,11.1000003815,8.1000003815,4773,15.1000003815,26806,6.5,34.9000015259,39.7999992371,24.2999992371,96.2723693848,0.0248508938,47.5646133423
Cowlitz,WA,,,75,82119,7,7.6999998093,5.8000001907,4391,11.3000001907,32842,0.8999999762,43.5999984741,29,26.7999992371,95.6124649048,0.350710541,42.0475158691
Douglas,WA,,,16,26205,28.8999996185,7.3000001907,4.8000001907,3446,13.8000001907,30555,5.9000000954,33.7999992371,44.5,21,92.8868560791,0.1717229486,42.1598930359
Ferry,WA,,,3,6295,15.6000003815,6.6999998093,3.9000000954,2635,12,28395,5.1999998093,37.7000007629,30.2000007629,29.7999992371,80.762512207,0.317712456,40.6195411682
Franklin,WA,6740,,33,37473,15.6000003815,6.3000001907,3.5999999046,7252,13.3999996185,27808,5.4000000954,34.2000007629,41,23.7000007629,71.8303833008,3.4958503246,29.1863479614
Garfield,WA,,,3,2248,-9.8999996185,12.3000001907,10,4230,13.6999998093,29128,19,35.7999992371,46.9000015259,16.7999992371,98.8434143066,0,58.763343811
Grant,WA,,,22,54758,21.1000003815,7.9000000954,4.8000001907,5808,11.8999996185,26005,6.9000000954,33.2000007629,43.4000015259,22.2999992371,85.7883758545,1.0939041376,40.0325050354
Grays Harbor,WA,,,34,64175,-1.2000000477,9.1999998093,6.6999998093,6069,11,28257,1.2999999523,46.2999992371,25.2999992371,27.3999996185,93.8527450562,0.1854304671,42.4433174133
Island,WA,7602,7600,314,60195,48.7000007629,9.1000003815,4.6999998093,1991,20,31824,0.6000000238,35.2000007629,35.0999984741,29,91.4262008667,2.4154829979,45.13331604
Jefferson,WA,,,12,20146,39.9000015259,13.6000003815,7.0999999046,4574,21.7999992371,29907,1.2999999523,47.5,26.7999992371,24.5,95.5623931885,0.4169562161,64.2410430908
King,WA,7602,7600,733,1507319,22.7000007629,6.5,4.5999999046,8040,32.7999992371,44555,0.1000000015,50.2000007629,27.3999996185,21.5,84.8215942383,5.061237812,51.6541633606
Kitsap,WA,7602,1150,532,189731,43.2000007629,6.3000001907,4.4000000954,4599,19.7999992371,36388,0.400000006,38.9000015259,33.0999984741,27,90.1608047485,2.6917057037,46.6808280945
Kittitas,WA,,,12,26725,12.1999998093,7.4000000954,5.8000001907,6217,22.2000007629,28535,4.3000001907,43.9000015259,32.9000015259,22.3999996185,95.5247879028,0.5650140047,46.342376709
Klickitat,WA,,,9,16616,8.3999996185,7.8000001907,5.8000001907,3401,10.8999996185,27124,4.1999998093,40.2999992371,30.3999996185,28.2999992371,92.5794448853,0.156475693,41.2193069458
Lewis,WA,,,26,59358,9.6999998093,8.6999998093,7,4420,11.8000001907,28656,2.7999999523,28.7000007629,45.2999992371,24.6000003815,97.1444473267,0.3184069693,45.7697372437
Lincoln,WA,,,4,8864,-6.1999998093,10.5,9.1999998093,2397,16,28711,14.3999996185,33.5,43.5999984741,22.2000007629,97.6647109985,0.1692238301,55.6972007751
Mason,WA,,,44,38341,37.0999984741,10.8000001907,5.5999999046,4232,13.6000003815,30429,0.8999999762,41.0999984741,29.3999996185,28.3999996185,93.2917785645,0.8659137487,51.1880226135
Okanogan,WA,,,7,33350,11.8000001907,7.8000001907,6.0999999046,6258,12,23147,7.1999998093,38.5,32.7000007629,27.2000007629,82.8035964966,0.1559220403,39.079460144
Pacific,WA,,,20,18882,13.3000001907,12.8999996185,8.6999998093,3965,11.3000001907,25244,1.2000000477,49.5999984741,24.2000007629,25.3999996185,93.6500396729,0.3018747866,48.9990463257
Pend Oreille,WA,,,7,8915,12.3000001907,8.3999996185,5.5,4287,12,24623,2.0999999046,38.0999984741,32.4000015259,28.3999996185,96.9153137207,0.1346046031,52.8996086121
Pierce,WA,7602,8200,370,586203,27.6000003815,6.1999998093,4.3000001907,6981,17.5,35108,0.3000000119,42.4000015259,32.0999984741,24.7000007629,85.0630264282,7.2005772591,41.1374549866
San Juan,WA,,,62,10035,39,13.8000001907,7.6999998093,3692,33.5,36851,1.8999999762,47.0999984741,26.7000007629,25,97.7678146362,0.2291978151,70.9217758179
Skagit,WA,,,50,79555,34.4000015259,9.1000003815,6.5,5378,16.2999992371,32831,2.2999999523,39.0999984741,32.9000015259,26.8999996185,93.1845855713,0.3519577682,51.194770813
Skamania,WA,,,5,8289,8.6000003815,6.3000001907,4.5,3874,11.6999998093,30936,1.7000000477,40.0999984741,29.8999996185,28.5,96.3566207886,0.0603209063,44.3961868286
Snohomish,WA,7602,7600,240,465642,48.5,5.6999998093,3.7999999523,4243,19.2999992371,41092,0.6999999881,39.2999992371,30.7000007629,29.2000007629,93.3197631836,1.0237478018,48.412727356
Spokane,WA,7840,,216,361364,11.5,7.4000000954,5.8000001907,5464,20.6000003815,31784,0.8999999762,41.0999984741,35.5,22.6000003815,94.6065444946,1.4127030373,46.8037757874
Stevens,WA,,,13,30948,15.1000003815,7.0999999046,5.4000000954,3309,12.1000003815,28644,5.9000000954,33.5,38.5999984741,25.5,92.8880691528,0.2100297213,47.7801475525
Thurston,WA,7602,5910,243,161238,42.0999984741,6.8000001907,4.9000000954,4811,24.7000007629,35859,1.2000000477,45.2999992371,30.2999992371,23.1000003815,91.9268417358,1.7762562037,52.4497947693
Wahkiakum,WA,,,13,3327,-9.8000001907,11.3000001907,8.1999998093,2886,10.3999996185,29679,8.6999998093,38.7999992371,27.2000007629,32.5,96.723777771,0.0901713222,53.9825668335
Walla Walla,WA,,,40,48439,6.4000000954,8.3999996185,7.3000001907,6895,18.7999992371,30842,2.2000000477,36.7999992371,39.7000007629,22.7000007629,89.3701324463,1.486405611,41.0433731079
Whatcom,WA,860,,65,127780,29.2999992371,7,5.5,5473,22,35007,2.7999999523,41.7999992371,37.4000015259,19.6000003815,93.3080291748,0.5086867809,49.8348731995
Whitman,WA,,,18,38775,-4.4000000954,5.1999998093,4.3000001907,3485,42.5999984741,32306,6.3000001907,43.7000007629,36.7999992371,18.3999996185,91.9484176636,1.2637008429,45.0754356384
Yakima,WA,9260,,46,188823,14.8000001907,7.0999999046,5.9000000954,7862,13.6999998093,27507,4.9000000954,36.2999992371,44.5999984741,18.2999992371,73.8861236572,1.0263580084,30.7001800537
Barbour,WV,,,46,15699,-5,8.6000003815,7.4000000954,856,10.1000003815,19106,2.7999999523,49.9000015259,33.4000015259,16.6000003815,97.6686401367,0.9427351952,44.2958145142
Berkeley,WV,8872,8840,196,59253,34.9000015259,7.1999998093,4.5,4452,11.8999996185,32040,1.5,35.7000007629,45.5999984741,18.2000007629,95.3723831177,3.7280812263,33.8025093079
Boone,WV,,,53,25870,-12.8999996185,7.8000001907,4.6999998093,1698,6.4000000954,21221,0.6999999881,68.0999984741,20.8999996185,10.6999998093,98.9176635742,0.8272129893,37.3328170776
Braxton,WV,,,25,12998,-5.8000001907,9.3000001907,7.8000001907,988,8.1000003815,20365,2.2999999523,58.9000015259,26.6000003815,14.3000001907,99.2845077515,0.3539006114,44.3529777527
Brooke,WV,8080,,301,26992,-14.1000003815,9.8000001907,6.5999999046,1668,12.1999998093,31407,0.400000006,54.7000007629,24.7999992371,20.2000007629,98.8181686401,0.7483698726,38.5855064392
Cabell,WV,3400,,342,96827,-9.8000001907,9.3000001907,7.0999999046,5754,18.8999996185,28090,0.400000006,44.7999992371,39.0999984741,15.6999998093,95.1211929321,4.0959649086,34.8301620483
Calhoun,WV,,,28,7885,-3.7999999523,8.3000001907,7.4000000954,1086,6.8000001907,17671,1.2999999523,49.7999992371,33.5,16.3999996185,99.3785705566,0.0253646169,41.4457817078
Clay,WV,,,29,9983,-10.8999996185,7.1999998093,5.6999998093,1187,6.1999998093,16130,3,52.7000007629,34.2999992371,12.6000003815,99.8497467041,0.010017029,36.6322746277
Doddridge,WV,,,22,6994,-4.4000000954,9.3999996185,6.8000001907,1125,10.3000001907,19830,2.2999999523,32.4000015259,50.0999984741,17.2000007629,99.3994827271,0.0285959393,42.7795257568
Fayette,WV,,,72,47952,-17.1000003815,9.8000001907,7.3000001907,2075,8.8000001907,20848,0.6000000238,61.2999992371,25.6000003815,12.8000001907,93.2119598389,6.2917084694,32.5492172241
Gilmer,WV,,,22,7669,-10.1000003815,7.9000000954,8.3999996185,1727,14.1999998093,16994,4.3000001907,50,34.4000015259,15.3000001907,99.0089950562,0.4172643125,41.1266136169
Grant,WV,,,22,10428,4.5,8,6.8000001907,783,8.6000003815,25327,4.5,23.5,64.3000030518,12.1000003815,98.5136184692,1.0164940357,41.2159576416
Greenbrier,WV,,,35,34693,-6.3000001907,9.1000003815,7.8000001907,1079,11.5,23819,2.7999999523,47.5,36.4000015259,15.6000003815,95.9732513428,3.6808578968,35.1281242371
Hampshire,WV,,,27,16498,17.5,8.3999996185,5.3000001907,1654,9,24164,5.3000001907,38.2999992371,44.7999992371,16.6000003815,98.8847122192,0.6788701415,37.4045333862
Hancock,WV,8080,,424,35233,-14.3000001907,9.8999996185,6.0999999046,2162,8.8999996185,30576,0.5,52,25.8999996185,21.7000007629,96.883605957,2.5572617054,42.704284668
Hardy,WV,,,19,10977,12.5,9,6.3000001907,1751,7.3000001907,25843,6.4000000954,41,45.9000015259,12.8999996185,97.8773803711,1.9039810896,42.55260849
Harrison,WV,,,168,69371,-9.8999996185,10,7.8000001907,1988,13.5,25245,1.1000000238,51,31.8999996185,16.8999996185,98.1043930054,1.4054864645,43.7372970581
Jackson,WV,,,56,25938,1.2000000477,7.5,6,1421,8.6999998093,25121,2.2999999523,45.4000015259,37.2999992371,17,99.5335006714,0.0616855584,43.2916946411
Jefferson,WV,8872,8840,180,35926,24.2000007629,7.0999999046,4.3000001907,2949,16.2000007629,34887,2.5,44,38.2000007629,17.2999992371,91.741355896,7.4068918228,33.9280738831
Kanawha,WV,1480,,230,207619,-10.1999998093,9.3000001907,6.4000000954,4912,17.6000003815,30030,0.1000000015,46.9000015259,38.4000015259,14.3999996185,92.4862365723,6.6429371834,39.3427391052
Lewis,WV,,,44,17223,-8.1000003815,9,7.5,1515,8.1999998093,22273,2.7999999523,44.7000007629,36.7999992371,18.2000007629,99.2045516968,0.2786971033,38.1060218811
Lincoln,WV,,,50,21382,-8.3999996185,7.1999998093,5.3000001907,1570,4.6999998093,16868,2.2000000477,56.4000015259,33,9.8999996185,99.7895431519,0.0280609857,37.3398170471
Logan,WV,,,95,43032,-15.1999998093,7.6999998093,4.9000000954,1599,6.3000001907,21100,0.400000006,68.0999984741,20.5,11.3000001907,96.1540222168,3.1743819714,37.8718147278
McDowell,WV,,,64,35233,-31.6000003815,8.8999996185,5.8000001907,879,4.5999999046,15756,0.6000000238,71.8000030518,19.7999992371,8.1999998093,86.3026123047,13.4930324554,27.7609062195
Marion,WV,,,186,57249,-12.5,10.1999998093,8,2474,12.5,25963,0.8000000119,55.7000007629,25.2999992371,18.7999992371,96.2042999268,3.2472183704,44.0077552795
Marshall,WV,9000,,122,37356,-10.1999998093,9.1999998093,6,2573,9.6999998093,26974,1.2999999523,48,29.2999992371,22.3999996185,99.0523605347,0.5460970402,40.7404441833
Mason,WV,,,58,25178,-7.9000000954,8.1999998093,5.9000000954,1590,6.8000001907,24125,3.7000000477,47.5999984741,34,18.2999992371,99.0865020752,0.4448328018,44.4832801819
Mercer,WV,,,155,64980,-11.8999996185,9.6999998093,6.9000000954,2889,11.6000003815,24020,0.6000000238,46.9000015259,38.9000015259,13.8999996185,92.9824523926,6.3604187965,31.2249927521
Mineral,WV,1900,,82,26697,-1,8.6999998093,6,1832,10.3999996185,26895,1.6000000238,37.2000007629,45.0999984741,17.6000003815,96.8872909546,2.7531182766,40.1842918396
Mingo,WV,,,80,33739,-10,6.5,3.9000000954,1632,6.5999999046,19643,0.200000003,67.5,23.7999992371,8.3999996185,97.2494735718,2.4393136501,32.2267990112
Monongalia,WV,,,215,75509,3.2999999523,6.3000001907,4.5999999046,3937,28.1000003815,30426,0.8999999762,49.4000015259,34.2999992371,16,95.0482711792,2.4314982891,37.9213066101
Monroe,WV,,,27,12406,-2.5,9.8999996185,7,771,8,21530,6.6999998093,44.5999984741,42.5999984741,12.6000003815,98.4201202393,1.281637907,43.6885375977
Morgan,WV,,,56,12128,19.2999992371,10.1999998093,6.5999999046,1494,11.8000001907,28252,1.6000000238,34.7000007629,48.4000015259,16.6000003815,98.8209075928,0.758575201,44.0798149109
Nicholas,WV,,,42,26775,-4,8.1000003815,5.8000001907,2191,8,21390,1.3999999762,52.9000015259,31,15.6999998093,99.6078414917,0.0149393091,35.5966377258
Ohio,WV,9000,,472,50871,-18.2999992371,10.8000001907,8.1000003815,2531,18.3999996185,30037,0.3000000119,46.0999984741,36,17.6000003815,95.9112243652,3.3103339672,40.5594558716
Pendleton,WV,,,11,8054,1.2000000477,9.1999998093,8.1000003815,1212,8.1999998093,22500,11.3000001907,45.4000015259,44.2999992371,10.1000003815,97.7030029297,2.0735037327,44.4872131348
Pleasants,WV,,,58,7546,-8.3000001907,8.1000003815,6.5,686,8.5,26110,2.2999999523,41.0999984741,37,21.7000007629,99.5626831055,0.2252849191,44.7389335632
Pocahontas,WV,,,10,9008,-9.1999998093,9.8999996185,9,940,9.6999998093,20595,5,46,37.0999984741,16.6000003815,99.0230941772,0.7659857869,41.9738006592
Preston,WV,,,45,29037,-3.2999999523,8,6,1574,8.3000001907,23222,3.5,37.5,42.2000007629,20.1000003815,99.5144119263,0.2514033914,36.1435394287
Putnam,WV,1480,,131,42835,18.8999996185,6.5999999046,4.4000000954,2204,13.3000001907,31448,1.2999999523,39.0999984741,43.9000015259,16.7000007629,99.2155914307,0.2964865267,40.6863555908
Raleigh,WV,,,128,76819,-10.8999996185,9,6.3000001907,3124,10.6999998093,24391,0.3000000119,52.2000007629,34.5,12.8999996185,91.5841140747,7.658261776,32.8226089478
Randolph,WV,,,27,27803,-2,8.6999998093,7.0999999046,1680,11.8999996185,21522,1.7000000477,49.9000015259,34.2000007629,15.5,98.708770752,0.8020716906,36.7658157349
Ritchie,WV,,,22,10233,-11.6999998093,8.8999996185,8.3999996185,895,6,20584,3.5999999046,33.4000015259,49.5,16.8999996185,99.7850112915,0.0684061348,43.154499054
Roane,WV,,,31,15120,-5.1999998093,8.6000003815,7,1680,6.5999999046,17898,3,44.5,37.7000007629,17.2000007629,99.5767211914,0.0264550261,38.7367706299
Summers,WV,,,39,14204,-10.8999996185,9.8999996185,7.5999999046,841,8.5,20076,2.5,54.2999992371,33.7999992371,11.6000003815,93.9453659058,5.1253166199,34.3706016541
Taylor,WV,,,88,15144,-8.8000001907,8.8000001907,7.3000001907,1776,8.1000003815,22357,3.5999999046,46.5,33.0999984741,20.2999992371,99.0029067993,0.6339144111,40.3922348022
Tucker,WV,,,19,7728,-10.5,8.6999998093,8.1000003815,1147,8.6000003815,22825,4.1999998093,49.7999992371,34.7999992371,15.1999998093,99.6764984131,0.0517598353,46.9073486328
Tyler,WV,,,38,9796,-13.1999998093,8.5,6.9000000954,559,9,25462,1.2999999523,37.7999992371,37.9000015259,24.1000003815,99.6018753052,0.0408329926,42.9052658081
Upshur,WV,,,65,22867,-1.7000000477,7.8000001907,6.9000000954,2043,12,22267,2.0999999046,38.2999992371,42.5,18.8999996185,98.9679412842,0.5291467905,36.0913124084
Wayne,WV,3400,,83,41636,-8.6999998093,8.3000001907,5.5,2172,9,23525,0.6999999881,51.2999992371,35,13.5,99.6469421387,0.045633588,39.2616958618
Webster,WV,,,19,10729,-14.6000003815,8.6999998093,6.6999998093,603,5.5999999046,15489,0.8000000119,64.9000015259,22.7000007629,12.1999998093,99.7669830322,0.0279615987,33.3302268982
Wetzel,WV,,,53,19258,-12.3000001907,8,6.8000001907,1282,10.3999996185,28122,1.6000000238,49.4000015259,29.8999996185,20.3999996185,99.6157455444,0.0830823556,39.4485397339
Wirt,WV,,,23,5192,7.5999999046,8,6.4000000954,2455,8,21193,5.0999999046,43.7999992371,39.4000015259,16.5,99.845916748,0.0770416036,45.8782730103
Wood,WV,6020,,238,86915,-6.5999999046,8.3000001907,6.5,2589,13.5,30582,0.5,37.5,42.7999992371,19.3999996185,98.4513626099,0.9123856425,41.4980163574
